Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
High income,HIC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,22.79058743,22.95060996,24.10451653,23.86466001,22.3582549,22.96379251,22.95146311,23.47756257,23.69610836,22.99684802,22.81178202,21.30607158,20.53284805,21.87589059,21.02548612,20.62757005,20.97936796,21.82597102,21.71119681,21.23661302,20.5083668,19.93222037,19.57427544,20.55586081,21.68429973,24.0449475,24.22480518,23.98692504,23.66377012,23.97217374,22.83260079,21.98767897,21.77332128,22.42302122,22.79075088,23.44186305,23.24370092,22.14654627,19.72663629,21.13649476,22.16200735,22.57167755,22.57759633,22.99279485,22.96830841,22.66620523,23.35658139,23.62330069,23.56454671,22.98801654,23.19732863,,
"Hong Kong SAR, China",HKG,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11440444,30.78994877,31.72319502,30.91302751,30.87374235,32.33656072,31.63374502,32.76769494,34.17042266,33.34981867,34.02043311,30.80700185,30.25158788,28.91157898,26.41644324,25.07404068,24.70475499,24.40696453,24.83742916,25.54052091,24.56318205,22.88096433,24.45919402,26.98627795,,
Honduras,HND,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,16.31243878,9.196347032,11.95736093,16.00124699,14.33310776,13.89708819,8.645911844,5.900730552,2.875629349,2.733026603,4.557298404,7.053089295,5.938771813,9.619707377,13.51962496,9.25725023,14.55172856,14.71212445,13.54330742,21.03683495,24.94049169,23.0618149,21.50510812,24.43594054,24.72872448,27.38564915,20.86914032,19.44517849,19.43174649,19.68599955,21.27606827,25.05822599,26.36650695,24.78890396,22.10303216,19.24019937,18.39362305,19.7485944,17.19856359,13.66007514,15.99723466,21.11482799,21.95751322,24.66764294,21.25344312,21.84149716,23.16927524,20.85350591,,
Heavily indebted poor countries (HIPC),HPC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.603979478,7.680178897,,,13.83609004,12.71406605,12.9346965,13.7808085,15.18342456,14.08334149,,15.6538708,,,,14.46998646,16.03306699,15.54186018,16.46129534,15.90295038,17.34443795,17.76338574,18.58731646,18.94444272,23.26435599,21.59646471,21.53233936,22.98031974,22.41386051,22.58042998,23.02248037,,,
Croatia,HRV,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24797918,17.43709038,16.26797662,17.57862903,16.12158203,18.84530033,19.37172985,18.43088198,19.38769625,20.925143,19.90766933,21.64726427,21.45567524,20.38252041,18.97366887,19.29202627,18.48366028,16.91871884,18.41584754,19.22783541,23.45211899,23.30825623,25.14620855,24.98499273,25.64978389,23.06254801,24.62060215,,
Haiti,HTI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.909924069,9.823920246,2.985357997,11.46700128,11.12413235,-4.582459319,-0.969334683,26.3619594,26.79707394,23.10713223,25.73281509,26.54435361,6.911842055,6.222138918,6.847184001,11.57746145,9.857080685,11.90275568,11.83693476,11.12407781,11.09329464,11.54071029,24.08471307,18.43067196,14.17533381,13.71149125,11.52515823,12.23004268,12.90208441,16.09510116,13.52224113,16.58007121,19.04357372,14.894963,,
Hungary,HUN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16627235,16.14312182,20.20416577,21.73375849,22.89880703,22.75739643,20.00706886,20.4385746,20.99193105,19.66165364,16.72163304,17.7829708,17.68288296,19.27337928,18.13984461,18.94456128,20.67915528,21.77636862,22.00131316,21.9961586,25.21683699,25.70012198,26.60532368,26.45127475,25.75469442,27.83005606,28.23123977,26.89525915,27.36708274,,
IBRD only,IBD,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,22.70467904,23.16060633,22.94702061,22.163184,22.20874082,22.57581807,23.49402507,24.28521809,21.95943462,23.63312347,24.13214945,26.57245054,23.73791099,23.69061599,23.82236652,25.08222603,26.10279874,25.27036394,25.38692266,25.01257513,24.53113999,24.78265857,25.63905417,25.74060303,26.90371821,28.19547383,30.21021392,31.08424239,32.78942771,33.5218286,34.29828491,32.64868684,34.18341463,34.15506464,33.85816024,33.17574525,33.26231181,33.64618857,33.09290851,33.54514651,34.28208911,33.63322042,34.08106311,35.78197285,,
IDA & IBRD total,IBT,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,21.79893833,22.2515544,22.13156697,21.61936496,21.70078078,22.07608374,22.87012288,23.65531574,21.54524599,23.06053285,23.4663101,25.7251435,23.04178002,22.88047868,23.33255314,24.54553573,25.71589565,24.89398012,24.99436662,24.67274262,24.25335351,24.48411753,25.30777019,25.43483899,26.56453392,27.80893187,29.77672076,30.44913485,32.11741865,32.82590681,33.53813912,31.81610238,33.36486731,33.43862723,33.29188056,32.37909424,32.57203478,32.75365184,32.26476514,32.79111195,33.50648235,32.98070864,33.53551157,35.2478458,,
IDA total,IDA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03416592,15.90781039,15.26917059,14.85062875,14.17200546,13.71964545,,,18.05146974,17.10540879,16.70418332,17.30482624,18.47920718,18.48138594,19.42164143,20.1357317,20.77382403,21.30739583,22.19829422,19.63752903,20.29590692,19.91070937,23.07486651,20.7248329,21.59611991,22.4591353,24.73541389,20.77501578,23.091924,21.60500582,21.97208579,22.79957499,23.1771175,24.37616845,26.21664344,26.17978414,,
IDA blend,IDB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,14.84998596,16.01545609,15.7424729,13.792737,14.17302886,15.2957197,16.06993101,16.7376465,18.60689993,17.01249756,19.23972145,18.31070384,17.1813788,15.59287459,17.19867488,18.49813066,18.05755915,18.04754432,20.26795092,19.47493745,16.97611589,16.93599209,17.84629467,17.96280101,19.78349044,19.91702135,20.21683668,20.92540235,21.66558101,20.8382064,20.87306801,20.75004317,26.37712126,21.7054688,22.396656,22.74586801,26.19631938,18.93813895,20.70183839,16.91483111,16.01637179,16.13143556,17.1793347,19.34805569,22.74880884,24.84136933,,
Indonesia,IDN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,20.94376235,16.05845552,25.05755168,24.21553299,24.54601342,21.9230683,25.32404122,24.50984464,27.51499134,23.61452476,23.18396452,24.47249725,30.14561128,30.69470797,28.9910136,28.57382504,29.90545167,23.76242463,14.29026314,28.15390971,28.24729954,23.7273811,21.51102216,21.76294056,25.58341206,26.9242646,26.25905501,29.50080438,30.11024853,33.62269238,34.16627775,32.91443586,32.08063072,31.73288585,31.1568601,30.91235692,31.8887882,32.65357471,31.87162766,30.19369636,33.97692926,,
IDA only,IDX,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1657531,20.2801367,21.12936801,21.56232896,22.57008404,18.8847161,19.92677046,19.38721422,19.15094435,19.73404313,20.71489644,22.12445439,22.92191483,22.99470185,25.9194804,26.41380841,27.28993834,28.45553303,28.15849318,28.58351392,29.09230007,,,
Isle of Man,IMN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,13.13740696,16.00621871,15.43955807,15.07913466,15.7494858,14.4917594,15.80422136,15.85801293,15.41942038,15.88526061,16.88310069,15.87853057,17.10633238,18.34894908,20.38123184,21.49507293,22.0961831,23.60796139,24.41982794,26.28566947,27.27242286,27.30401846,27.78788833,26.11001683,25.83806707,26.39948127,26.48948386,28.3009828,30.69861202,33.56829388,34.66729049,36.6467896,37.1670197,36.47184124,35.83130965,36.69912395,35.44347316,35.68025073,34.73721651,33.86648524,32.83486979,31.47323261,32.0533813,31.75038595,29.98620823,28.92812471,30.69138338,,
Not classified,INX,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.23070487,31.23635004,27.70340718,21.77320377,18.49012693,20.39564265,19.12417892,19.77708247,24.59392764,28.26985902,39.29045278,41.22892486,43.204456,43.55286946,45.56843437,48.49805982,51.33257261,,
"Iran, Islamic Rep.",IRN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,40.26036044,36.6835176,25.33029949,28.45112221,22.01853353,15.21400744,19.91456173,21.52576471,19.47758404,17.11937274,13.09958127,16.68528495,9.829470086,18.50484392,23.24873606,,,35.71283431,35.64885097,35.38270717,40.35898168,36.21369089,29.42743155,36.69427969,37.8698843,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90065511,43.36586924,40.23509367,51.15308128,26.92619921,35.56914255,42.80261717,41.50969494,41.57337228,38.19361301,25.30156479,24.67540767,32.35108254,40.59413209,37.53751697,20.83890377,30.76498033,,
Iceland,ISL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,30.21080838,30.56949505,28.97798342,27.37843395,28.04070137,25.7742623,23.33134846,22.63075559,22.14582601,20.4226156,22.37106822,20.5460358,20.41630156,20.5113554,20.18693501,19.22199613,18.84151438,20.74588617,21.1881597,20.27185964,20.3934339,20.94249248,19.7193333,17.21337093,14.70286086,19.09377386,21.58612738,17.45176953,16.21275971,12.8106384,11.91378227,15.13451891,2.001397833,3.798670495,4.849968671,8.172160565,9.755798738,18.18402506,18.46691123,20.80123068,23.67391381,23.10146063,20.6706871,24.23132069,17.4793377,15.97261136,,
Israel,ISR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,19.48203453,27.62668611,31.83524797,29.29021055,21.83682702,20.68285281,25.55756282,25.59506821,23.85036815,25.85795202,24.09008642,21.01791375,20.36546589,21.56029457,22.57735837,28.70735406,27.87875173,20.56258274,21.49618405,23.05162327,24.69248171,27.55226414,28.17228003,26.58344365,25.29633155,24.76289043,25.33672508,26.01095318,26.31139244,26.09969735,25.61865251,24.88597773,23.87753708,24.09325612,24.95936059,26.69662733,27.87297977,27.07730368,24.59750841,24.69757616,25.022091,25.18049101,24.59859363,25.57520638,27.10129701,27.48133701,27.09844471,26.77175874,26.78744953,27.21490246,29.55903857,29.58528847,,
Italy,ITA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,26.84750013,25.27367558,24.55547486,24.81374639,25.71474408,24.00043249,25.58662616,25.55815219,25.97714517,25.99435196,24.60265268,22.53685337,22.24633648,22.79821339,22.89150845,22.52580748,22.20033687,21.98967306,22.04253144,21.38012199,21.36920334,20.55289521,19.57592163,20.26943246,20.39335942,22.37253184,22.58661743,22.52507442,21.7491936,21.07194668,20.66868641,21.06129589,21.16108581,20.49810511,20.81045988,20.24767578,20.40710709,20.85917478,19.16741727,17.63935307,17.30922721,17.68899611,17.5723569,18.06312524,18.85890298,18.66073663,20.14050594,20.5699985,20.89799577,21.36231143,21.26798248,22.69843228,,
Jamaica,JAM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,8.61991342,12.61982145,15.77399932,17.34065587,13.59536341,12.07113169,10.85493111,14.63096037,13.28603366,15.08483261,17.70291523,18.15782451,26.68000264,23.11601027,21.0091759,20.60810039,28.43892642,35.42835824,27.71205092,25.17048705,24.46817009,22.6381814,19.30920671,19.37182105,17.43724283,18.22905672,17.03076972,19.02685436,21.98467555,15.98669895,18.38499775,16.4001863,6.463734955,13.70795528,13.94074112,8.903409214,11.15606717,12.22705379,14.48964765,18.8149364,22.14262314,22.19104645,23.13659577,23.35767221,27.81474182,34.9297435,,
Jordan,JOR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,31.13362381,35.15396475,18.49156114,28.19567816,43.39187387,42.03262526,29.1956115,23.12859711,23.051687,14.69514012,17.96242822,14.99470943,18.99234763,29.56753753,22.11290285,15.80438333,18.11014351,26.07101479,27.64701727,30.41147013,28.56838789,26.90396912,22.62711215,25.27370725,22.42046821,20.41020411,25.06686218,32.1850071,27.07455733,15.69190145,16.38932839,12.41995884,26.50737633,27.05770502,28.32529176,21.93185778,16.34029147,16.59341961,18.94517603,16.02207947,13.85502387,10.87305824,10.6409555,14.15422978,10.04085905,8.329568256,,
Japan,JPN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.02910091,32.77985271,31.95976372,30.2800676,30.58835618,29.26792045,28.09438235,28.25931344,28.76067499,28.87459548,29.0399282,29.44118685,27.89280866,24.71006675,25.69295512,24.85774875,24.22686949,24.41284603,24.84844348,27.11245256,27.76121202,28.24474672,28.00896471,28.09054094,27.32971825,27.07862451,,
Kazakhstan,KAZ,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01490158,19.24794184,16.28476604,15.36009159,14.17120887,22.57698861,26.09929759,31.51562713,30.08604267,29.26115863,31.52029245,35.11762589,33.53033003,35.19595408,32.96269177,34.96534014,38.30967501,34.40577403,32.43473977,33.58461111,29.50226336,26.49736332,29.10019896,31.68958772,30.49147138,28.76466903,29.11506214,,
Kenya,KEN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,12.61699261,18.17243517,26.23189023,18.86079341,14.78400911,17.8240428,20.3154841,16.82974227,20.93549692,18.5552615,24.82154189,21.94148883,18.92244204,20.99596218,15.04062427,19.83815942,20.30258775,15.80717618,39.63861502,35.60315658,24.69172577,16.79573224,16.48719353,16.40983676,18.73762916,13.01345138,9.88896864,8.612742244,9.581505097,12.06749882,13.87728294,16.10494185,16.73740953,15.41845531,7.584531623,8.108310449,7.296000377,7.302957985,5.674413576,6.839825651,7.550180065,14.14643702,13.53445679,14.68972782,14.30003897,15.35348855,16.66080685,,
Kyrgyz Republic,KGZ,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.076259369,4.536751129,8.00351653,1.855589716,14.47483503,-8.351127158,2.924328372,15.59990032,17.86225556,17.52387947,10.39118076,16.15192332,15.24593479,11.11844322,21.1479801,15.24909048,26.16911489,21.28810858,19.47618734,13.07601826,9.674829834,12.02405995,12.66773718,23.6996543,28.02148175,27.4112467,26.36753689,32.18025354,21.91759697,,
Cambodia,KHM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.717694747,4.791077329,8.639556351,7.362287499,13.38648612,14.78158151,16.92485791,17.27624039,16.8796755,14.99777069,16.07325497,20.77335059,19.96709458,17.43047175,19.65548767,19.21147988,17.61144883,20.19585825,21.07427004,22.28255702,22.5887255,22.40164087,25.53961654,28.17253593,28.78473735,28.61562083,30.16730712,,
Kiribati,KIR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,44.16877342,34.90651842,29.26212506,50.2922135,61.95239628,54.55569896,31.73620187,30.6890379,45.56529541,48.08608563,44.46475505,47.81356142,62.86496544,59.27475457,,,,,,,,,,,,,,0.553655205,6.287098281,5.109667232,1.758964432,9.636829046,6.32653308,17.2544639,16.82221134,32.6349957,36.86042988,26.12417533,36.23832936,34.55413835,31.76609241,31.69619071,,,
St. Kitts and Nevis,KNA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,25.65716546,28.63196245,31.49524923,30.71046408,25.33359979,24.85677622,26.6670864,30.40130006,32.55552171,32.75906541,36.20017344,39.65032095,41.74063232,38.8341157,39.06532278,39.07741424,38.1841611,38.24900054,37.99234128,37.8214666,36.09239342,36.10784866,38.2181002,35.77026017,34.12189691,32.15525476,31.5715756,33.09735075,35.52382999,34.00580471,32.98688973,33.53851155,33.31344269,33.33311032,34.99239663,34.45799974,34.30519343,34.62841377,34.81852526,36.23526107,36.65134711,36.86401691,35.7111529,34.48277126,35.91518532,36.18639799,,
Kuwait,KWT,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,61.94018834,62.17658894,49.37699239,51.16619685,62.39830067,59.33704451,54.7278891,37.68722092,41.28245106,43.25971526,36.30495426,39.40415933,41.84626696,36.29271643,38.48489965,13.85627763,-158.418269,18.1174772,26.89694424,27.86090646,31.97189199,34.2830462,35.3152688,22.00960599,26.81407769,42.0901213,33.45867315,26.00531908,33.92624811,44.18016116,53.04936744,59.20731936,51.66256526,54.52788246,40.29123961,47.63159996,54.21752086,54.09824733,51.21059324,45.76718149,27.83251425,22.7919942,30.71531257,35.0506694,28.45242279,,,,
Latin America & Caribbean (excluding high income),LAC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,22.0978578,22.28301714,20.78383615,22.05926601,21.79595387,19.63700838,19.59008038,19.83464534,21.94766339,18.39486358,21.51593326,22.05122698,26.74511246,19.12448096,17.86738457,17.38892946,19.24430144,19.17628362,17.43212184,17.20200988,17.40743604,17.59972622,17.42400414,17.59587909,17.32869459,18.32015398,18.5024277,20.23029316,19.76945675,21.43680683,21.62817846,21.29961121,19.27575723,20.12169124,20.49997392,19.70641204,18.99060269,18.40421512,17.67743197,17.47491898,17.42140065,17.35623571,17.63811874,19.24991134,20.61729753,,
Lao PDR,LAO,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,4.997561122,3.410325332,4.560123269,4.741678574,-0.61281468,,,,,,,,,,,,8.893105601,1.453409873,19.064773,11.19180615,15.35167943,20.74337269,23.88387515,19.83211586,14.72230913,17.10507615,10.32963671,19.74055754,7.30399385,6.042321082,10.64130218,11.24755509,18.43116887,,,,,,,
Lebanon,LBN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.437698629,-19.60054328,6.723327001,7.54212389,10.21385157,14.32011108,7.936433078,7.486274239,5.002578391,2.717217215,-2.539081462,-2.329883912,-3.675322431,2.465505627,2.097797535,-0.93857812,-3.877284341,-5.748991905,2.523412351,-2.93954238,,
Liberia,LBR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.42610125,48.31884953,43.61711076,62.66872279,68.5440609,64.71076894,66.49078043,42.81766331,52.30951791,20.212542,45.77458396,27.68811469,11.6311261,4.032964634,0.398222529,20.29367734,29.82167032,21.12031735,-14.16301153,,,
St. Lucia,LCA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,21.98693026,21.67205871,20.73297488,21.74597209,20.98397481,18.5552229,17.62196419,20.09767164,21.99418885,18.38059851,21.60114418,21.97431132,26.2983816,19.73012893,18.34302871,17.73668857,19.24158356,19.36294013,18.03838054,18.12446121,18.3640121,18.21369827,18.22517705,18.73621644,18.23481994,19.17189243,19.28566426,21.30246498,21.23013749,22.95780401,22.95423698,22.60844408,19.87459865,21.340022,21.22054021,20.35402576,19.28264812,17.87586755,18.09887135,17.88172091,17.75401163,17.69051456,17.97771704,19.42063068,20.64240628,,
Least developed countries: UN classification,LDC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14304773,17.34870354,18.69151536,,,20.2150257,22.58391152,22.97119773,25.00899635,24.58821181,26.74484858,27.18962565,27.88660301,24.32246059,26.97900409,28.09325833,28.73116082,27.49289004,28.00661075,26.42960746,27.4218835,28.5996537,28.62928382,30.0405592,29.68735978,29.2357327,,
Low income,LIC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35219401,17.69941417,18.57428882,17.42085568,16.40345806,17.31358811,,,,23.15317749,21.54827244,22.26858918,24.4572443,22.66900613,22.37392698,21.65247275,19.30734946,,
Liechtenstein,LIE,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,8.481929122,3.417560341,5.977145196,12.18626672,22.71762557,25.46702378,26.9211363,27.99461343,26.82940235,24.85486729,23.80337847,23.78347851,24.26766204,24.765021,23.75309886,23.87589677,23.80983393,24.50959253,25.6152159,24.52990462,21.10725974,21.90944603,22.46222145,23.01085676,23.81755312,22.53386875,23.37221781,21.64017688,21.85443724,22.34041656,24.46229341,23.00331127,23.88728424,18.47302755,24.20922975,,,,,,32.82318868,35.34867555,38.22308704,36.03830777,32.94763294,33.092625,,,
Lower middle income,LMC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,14.68198604,15.80328834,15.3208947,15.76471863,15.60997545,18.45502033,18.34966457,18.62858884,18.28870829,17.91526396,17.39584077,18.63605038,19.31236522,20.37108947,21.59228206,21.64671172,22.40062308,22.33376266,23.50756272,23.48542583,23.10344608,23.45009107,23.56214192,24.13770296,24.32370441,24.69700414,25.60768892,26.96420873,29.3334441,29.67805401,31.09007987,31.44933955,30.70322696,28.79930255,30.40127271,29.71586269,29.89697398,27.73309177,27.93416152,26.39429782,26.08481604,27.12886151,27.3086522,27.02508164,26.58073004,27.30182124,,
Low & middle income,LMY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,22.37527109,22.18150054,21.83829083,22.1314905,22.84124427,22.78795483,23.63676454,21.58206117,22.98231712,23.45691109,25.81826796,23.02568013,22.88046861,23.49954211,24.83427799,25.51090965,24.79768676,24.94531028,24.94561438,24.69286054,24.59072163,24.95918109,25.40417476,26.94207913,28.37074904,30.44076335,31.05187435,32.86483157,33.75076159,34.74422183,33.58552715,34.66863434,34.52716751,34.55431747,33.80935126,34.15131361,33.52305574,33.06236527,33.67868831,34.31274025,33.81911696,34.43428804,36.17236597,,
Lesotho,LSO,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,6.326226047,6.508745679,13.58574046,23.16301138,18.81145153,30.78262584,22.78890875,,,,,,,,,,,,,,,,,,,,,,,,,,33.73641914,35.18365512,25.99884726,18.75804355,14.30413302,18.27474805,22.62174908,25.61696182,24.32182936,17.11404283,9.099774451,15.51858771,15.77983968,19.69579,,,
Late-demographic dividend,LTE,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,23.16984031,23.92782162,26.16364733,27.60806842,26.64260696,29.01056589,,,,,,,29.97060598,26.81660534,26.54128352,26.03201393,25.68187406,27.0372934,28.07503033,28.84216042,29.75727875,31.71689152,33.87712472,33.97587297,35.42291873,36.17944574,36.83140877,35.41780889,37.06217883,37.33754785,37.20813131,36.71094763,36.99790235,37.191387,36.44499636,36.69602237,37.31896753,36.64650216,37.7041139,39.31538422,,
Lithuania,LTU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.40491,12.62328724,15.21173743,13.12387532,10.76999783,13.18691974,14.5677459,15.83959669,15.6479115,15.43262157,17.15394027,16.692067,17.69380175,15.39407572,14.40177261,18.44521275,18.85669574,18.77153639,21.70057317,23.36001601,19.53148819,18.80455568,20.47771806,21.30034909,22.0201111,21.86983076,21.63168693,,
Luxembourg,LUX,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.04612462,35.87311105,34.19976478,32.46393898,29.50150801,36.73424915,39.61880673,36.09671274,43.34861025,38.17317193,18.50993217,26.39112662,26.83904461,33.1297912,31.21037861,33.21231457,27.6730362,29.54129112,30.29560337,28.58405288,24.88263993,29.0004839,32.77231977,,
Latvia,LVA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78149998,12.14528749,13.84224998,15.85626633,12.67929303,18.3800414,19.1046941,20.14765311,21.03105466,21.1323315,23.61199973,19.66528394,21.72581652,23.49518685,28.28619474,21.9023703,22.42636683,23.99744224,21.82493237,22.1769954,23.20565902,22.71325459,23.26289083,23.3360971,22.74202879,24.56570504,21.98386906,,
"Macao SAR, China",MAC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88167888,45.3945639,52.04075951,52.86879777,54.35857906,59.47039189,52.45437969,51.61300148,59.14533312,63.26467764,63.54046883,64.33164297,62.49137588,54.48910237,53.63907272,56.54638224,56.79543685,54.12536142,34.30577868,31.37224811,,
