Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Dem. Rep.",COD,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.688522982,12.22225296,13.58534654,3.701975853,8.919480621,20.8196292,20.18065191,8.627926523,13.7193948,16.81680408,13.28705531,11.09013341,22.27907257,16.43009975,15.32039886,23.0334945,25.52868676,,
"Congo, Rep.",COG,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,8.668604873,19.41647636,28.85473621,26.54070306,41.93653112,39.40034188,42.97420331,26.55440367,18.0406979,24.58505426,6.209758237,17.20942783,38.27145251,21.018056,37.11212899,26.33404006,33.65575839,-3.965271571,-0.365364283,12.96865582,7.942838997,25.3029356,51.19178561,31.27712548,32.72309224,41.6835096,25.06137094,43.11087941,49.58571781,39.74157624,49.6026275,43.60920879,58.14293229,55.65609336,60.78777637,59.20633839,56.55098025,40.68210365,25.3492904,,,38.97947079,19.14761656,,,
Colombia,COL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,17.4647313,13.86988962,17.09481191,19.20982282,19.57017055,17.12853403,19.16821067,21.37270511,20.25705109,19.44777218,19.59311411,16.61251468,14.51942003,14.86520437,15.69640792,17.69361635,23.25224528,22.54572362,23.47209147,21.88868824,21.93790698,23.98826078,19.85109791,18.44621832,19.45637629,18.83193994,15.43700143,13.79911047,13.09942501,13.75748849,13.87433998,13.15911981,14.3093461,15.94108612,17.43384553,18.9067879,19.53305161,19.23188505,20.27123035,19.24233133,19.12021768,20.20234795,19.10099215,18.84124571,18.68751307,17.59929777,17.67249589,17.39990486,16.78101751,16.53919885,14.79822629,13.7722882,,
Comoros,COM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,5.596081084,12.43402697,9.403172629,9.086204458,15.07853742,15.38483926,10.0804841,11.45422864,11.7229308,13.08158118,10.223673,9.501334114,10.56925375,12.30253125,13.78983838,9.612967244,,,,,,,,4.436270599,6.863964142,8.581578146,10.47996917,12.76770938,11.83014066,13.8924638,13.85610172,10.80926664,12.05107964,,9.781334087,13.40708729,8.167542481,11.32424684,12.14386368,10.3053032,9.903577155,13.91844429,,
Cabo Verde,CPV,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22237192,38.33582073,34.45063311,36.19119294,35.40828261,29.57704923,29.66432193,27.28319611,29.23733819,34.00992119,31.63650931,35.10005466,36.05356717,34.59154382,33.01150187,,
Costa Rica,CRI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,17.16949888,13.29395112,12.08452782,12.62564851,16.06318702,15.96029603,16.80955163,20.39355943,24.26306368,24.83396662,22.92111367,22.5621591,20.24619776,20.25254753,13.53028286,14.96368919,13.38442842,15.3799068,16.09996786,14.26121579,15.87620711,17.78379403,16.34024999,16.5251482,17.36510136,15.04114364,14.06232117,15.53356772,14.73241717,16.94940559,17.59885988,15.5578149,16.35627287,16.37713922,14.32566907,14.33239631,14.40584462,14.13377525,15.33120231,16.62476436,15.03699254,15.25496065,14.78882627,14.88966444,16.78341599,,
Caribbean small states,CSS,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.30991528,22.785598,19.86622708,20.12176168,19.63277463,18.48046586,22.93166945,25.09081396,23.53445434,23.21551032,26.71827384,26.14204913,22.36386694,24.61853484,24.40755832,24.82794697,22.10298011,24.9347057,27.31797862,25.46050722,26.46091568,24.47742659,,,,,,,,,,,,,
Cuba,CUB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19738252,12.40502449,13.70259013,15.20780687,17.79211081,17.70760513,13.33530177,,,,,,
Cayman Islands,CYM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,16.56399999,19.13409837,18.10315186,23.23071457,22.26739253,22.34570135,21.84507919,19.98597508,23.39108432,23.17061222,27.2144507,26.02374303,24.847166,26.5178503,23.23707477,17.25457763,18.67989988,24.92437593,26.14217737,22.312428,20.36600034,18.61936181,24.29137258,18.91338242,17.72101071,17.06358876,18.44669918,18.88393974,18.32150041,18.16013239,18.16105429,14.06295457,14.42963375,16.22552237,13.52514905,16.25063818,12.50510043,11.65035368,9.843868167,13.42505998,13.99212268,16.22465547,16.01070849,15.11104191,10.81521557,12.41128559,,
Czechia,CZE,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.44391438,29.92215633,31.52194354,30.81418187,28.34853966,30.37463745,28.93061629,29.31030235,29.52986705,27.80378372,26.24443695,27.20401485,28.07909449,28.11619283,29.74506818,28.86599907,25.0097511,24.49006626,24.43242126,25.67438679,25.74604233,27.1759522,29.08881543,28.25557215,28.91276173,28.51280445,28.68714092,28.86371076,29.48916661,,
Germany,DEU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,26.04684752,24.90998513,24.63686667,23.48001045,19.93967408,20.43866077,20.18085253,21.00048418,20.5171993,19.29677507,17.96363248,18.2905012,18.79759162,19.33646832,20.12520771,21.67526849,20.87636142,21.93532912,22.90323362,24.14092961,23.62992095,23.43974048,22.47429265,22.75378796,23.06965866,22.51830635,22.82927531,23.35964775,22.72058063,22.7971559,22.70009398,22.88233949,22.02006401,24.17491604,23.93335889,25.90036742,27.86285238,26.89338872,23.85889113,25.26948108,27.12791227,26.1722948,25.98078025,27.04369844,27.69796849,27.8352342,28.21081381,28.92133544,28.73633859,28.2749585,29.60494725,,
Djibouti,DJI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.45846334,24.38139026,25.80124852,21.59888407,17.64666305,18.39654116,21.18325165,12.76252096,,,
Dominica,DMA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66027352,-1.252570754,-7.551488183,-3.426409324,2.510906074,2.549298114,-2.423279931,4.138469905,8.518629836,6.513134412,5.595708565,7.022353705,-11.24651012,,,,,
Denmark,DNK,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,21.31843165,21.12578419,21.73001074,22.0976549,20.69890121,18.40958454,15.70709727,15.83173389,17.51030237,19.33907055,19.54630496,20.70921805,21.67424937,21.89383999,22.24765827,23.45069758,22.44668119,22.86138263,22.57353609,22.16141418,23.25935685,23.3925283,24.28018753,23.80871452,24.55579014,25.53073839,26.31807048,25.5766452,25.4279077,25.7769832,26.19690422,27.3153054,26.60707577,26.59175996,22.34357902,24.23114401,25.18415041,25.1733229,26.60951188,27.9856461,28.01401698,28.83621417,29.41761414,29.07218044,29.48932904,29.59240199,30.95376657,,
Dominican Republic,DOM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,10.70810821,9.086023734,19.4853555,19.19889556,15.03598512,22.2006011,18.4887087,16.17467645,16.86614977,20.11790856,9.36246136,10.95028262,7.26955392,5.532715118,-2.438119209,14.345693,17.39499974,17.26580623,22.7923684,19.62027081,16.91484109,14.48413004,12.32191256,16.94266163,19.21171474,18.81629144,20.42462168,21.96646264,26.93904096,25.8524648,24.16528083,24.7524373,24.85349865,25.28810115,26.95686551,23.23535487,24.2039303,23.88501991,20.87039467,18.84164203,19.21020675,17.82385626,18.28437309,19.15977232,20.58149737,22.26562073,22.55819115,23.102769,25.1309709,25.47707226,24.01298594,29.25344387,,
Algeria,DZA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,33.38397083,35.69457661,38.64541117,41.19255594,38.62896592,37.17280217,37.91727571,31.60593136,30.20392995,22.37470908,21.97200595,17.72557351,18.15986201,24.88734285,34.16315552,,,,,,,,,,,,,,54.54843521,56.766712,57.72667538,57.8656017,47.69406685,49.96728542,49.02800542,48.39184938,46.47708267,44.32241828,37.4611359,37.75136052,39.31265805,41.18704715,38.55973505,31.33227218,37.35205041,,
East Asia & Pacific (excluding high income),EAP,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,27.6082533,29.75811654,30.38638719,30.60407815,30.36116591,32.52959053,33.50175208,32.8969882,32.53218655,33.52211233,34.99924512,36.80363325,37.27580926,36.20764349,35.60329523,36.45799551,36.46268853,34.26405616,34.75362645,35.74729335,36.41023173,38.71328128,41.30470274,42.26075876,44.08030519,45.70469076,47.1500417,46.2791268,47.37533424,46.28840511,45.44295907,44.66188299,44.69131737,43.09125578,42.17178278,42.69112178,42.55563829,41.71832975,41.87523573,43.19487707,,
Early-demographic dividend,EAR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,28.09002944,24.50466932,25.84380062,27.59701907,25.8943337,22.79237215,21.87429813,21.54989714,21.49952124,18.66241706,19.57623806,19.22360579,20.19170549,20.71743689,19.16639891,19.21006683,20.88275383,21.49542327,22.70255733,23.56326251,23.54181438,22.59410447,22.52258384,23.55952496,22.59851411,23.57249029,24.27312767,26.1534107,28.44602498,30.16395262,30.07841721,30.45338349,27.25997189,29.20476557,29.46846952,28.85014733,27.41092494,26.49667404,25.57798858,25.63776831,26.50500252,27.3927779,26.88008581,25.52715868,26.93828545,,
East Asia & Pacific,EAS,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.22189103,33.28459725,32.7185206,31.14183843,31.34482268,30.63093559,30.37454155,31.25745762,32.50201443,33.01898902,34.39471775,35.97452467,36.35473266,35.28185422,36.68384482,36.36511423,36.17890229,36.7942808,37.51773436,37.53641924,36.95495598,37.69827026,37.64950701,37.16400626,37.39616179,38.74947139,,
Europe & Central Asia (excluding high income),ECA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,32.27947267,32.99811655,34.31348233,32.11766177,31.16195319,34.08436365,29.30053875,33.18608879,32.60633355,29.51308747,30.08123417,35.44212876,39.06940772,24.79535426,29.10994484,,,,,,22.03353296,19.96523149,20.73610403,19.35711314,23.44007513,21.27230148,21.49856357,21.98495501,23.04209938,21.73475093,23.76285828,24.67957343,25.86881265,24.75881816,25.11556086,22.58127747,23.24126483,24.60900403,24.2900743,23.83592823,25.06889258,25.24663974,24.32839823,25.609714,26.80848018,25.17198257,24.89874974,27.31772301,,
Europe & Central Asia,ECS,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,22.79850655,23.07219823,22.83812847,23.12990953,22.97532564,21.89629861,20.56877054,20.23811446,20.54804479,21.19901321,21.33416512,21.78076691,21.29821209,22.06971804,22.34370288,22.2405865,21.35710555,20.63292267,20.27334185,21.33382969,22.46696375,22.22027351,22.26241893,22.62159621,22.36150119,22.80741165,22.6492661,22.31197208,22.01828271,22.63004655,22.99913692,23.66953204,24.04525896,23.28807438,20.68992231,21.90831916,22.94427494,22.53670339,22.30807631,22.74442042,23.25813526,23.33834366,24.15884606,24.66283761,24.70351935,24.09553715,25.83719596,,
Ecuador,ECU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,18.15877529,21.58485206,21.34015426,20.46067691,22.14414876,22.5569671,14.47168075,16.72622641,15.05182584,17.99722875,16.31403132,12.72483632,14.08222811,14.87892339,19.29707544,19.55345132,22.76259567,15.48569554,16.00955899,15.08298132,17.46981561,17.55882118,15.59275747,23.64702039,28.68089233,20.7560594,19.5664723,19.28628919,20.17682298,23.85378989,27.20547763,27.77208281,30.20929465,26.89121601,26.04230829,28.23431118,28.10174958,27.51685793,27.65760471,24.76352068,26.39574747,26.32084434,25.79482503,26.29565818,25.24408468,25.81041866,,
"Egypt, Arab Rep.",EGY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,21.43904261,25.55024772,23.98597688,22.85379271,23.91938153,23.57790077,29.84403043,29.43516368,24.95395257,22.32247863,26.33015827,27.52986668,26.6999135,32.52031428,34.70217084,35.29576175,31.47461019,23.82764085,22.12333604,18.6314946,17.62211251,18.76995383,18.78925739,17.50200687,18.40668042,18.38729958,18.67302777,21.16775667,21.90433764,22.86378596,23.34464879,23.42785406,16.82617808,18.31544551,17.31251766,13.18426999,14.04383877,12.17429181,9.762439631,9.84243287,10.55996469,14.2529232,15.75560346,11.47953316,7.936728827,,
Euro area,EMU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,23.1248151,23.29025131,23.03704338,23.42974669,23.24351763,22.28503226,20.66748647,20.36195578,20.60187006,21.11505306,21.2369492,22.139974,21.7563673,22.73270115,23.09020188,23.34845041,22.58144727,21.9452471,21.53201188,21.78354957,22.77245614,22.48272271,23.01144984,23.30349252,23.06334476,22.92408024,22.88234547,22.78845397,22.27660341,23.07569963,23.05438358,23.6637609,24.3654288,23.14129232,20.82002913,21.42957558,22.19864025,21.94655327,22.17939864,22.85499534,23.68246585,24.12661934,24.75089635,25.18841377,25.46830544,24.72712493,26.23478092,,
Eritrea,ERI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47543365,41.2689035,54.37331405,18.8599547,19.12397084,35.26572866,6.256988488,17.16486667,15.81007325,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,25.28250588,22.76025159,23.21526734,23.84381611,22.80723944,20.74890802,18.82703296,18.91694185,18.79165757,20.49877703,21.16166075,22.070189,21.9627649,23.16087885,22.54203947,22.05344929,21.43362017,19.5787077,19.34446432,19.10618331,21.49040781,21.29996779,22.33322956,22.99454333,22.49272832,22.4899857,22.39156625,23.22725838,23.8246055,23.02252927,22.43279595,22.12493843,21.5424836,20.11902443,19.59948036,18.91904876,18.17624162,18.66627535,19.38300776,19.64983273,21.01280996,21.86590324,22.16769963,22.31422022,22.8939748,20.95608332,21.67709177,,
Estonia,EST,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70258814,24.24663368,23.21084348,23.30688488,23.59132212,25.44467556,26.04839021,26.40420045,24.73492397,24.50226621,24.68833225,28.3313503,28.64018682,28.21020428,28.65519258,27.45999341,27.03342822,29.46747137,29.52587331,29.19908105,28.80311689,31.1343468,,
Ethiopia,ETH,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.62923834,30.98106405,28.39842052,31.53698,29.64263039,31.05465547,30.77276856,33.31221691,29.21001058,27.28436067,25.22867943,,
European Union,EUU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,23.2844076,23.30220403,22.90655136,23.26430103,23.08868372,22.23539297,20.66434208,20.32635572,20.65705847,21.31194161,21.39089248,22.25231561,21.92164939,22.86190416,23.21999177,23.3662762,22.5392448,21.82379552,21.37638461,21.75325413,22.81710468,22.51392254,23.01766582,23.32131811,23.0993558,23.01237042,22.96561824,22.78302621,22.34413371,23.04947471,23.06123198,23.74392491,24.3928501,23.31130741,20.98641297,21.6068011,22.3914726,22.11234199,22.41371765,23.07971661,23.89507023,24.25193867,24.81559848,25.16891078,25.50253164,24.88721869,26.21738417,,
Fragile and conflict affected situations,FCS,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.334787,24.45450422,28.77796953,31.97543013,33.31125645,31.62418488,32.84904301,22.00388108,26.72915797,26.54852129,28.57564142,21.81745542,19.55508367,19.0642402,18.0055895,20.64746421,23.23730032,23.51039878,21.11884779,25.82533148,,
Finland,FIN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,30.49191584,28.8903399,27.74668794,28.13025179,29.65478736,30.40923962,29.44755278,28.17836165,27.87578197,28.50841566,27.55747791,27.21281906,26.76893363,29.01661705,28.76519373,27.14799062,19.94266425,17.68825021,18.53905777,21.49710985,24.49469261,23.82832005,26.82706359,28.20889304,29.46464556,31.46184572,31.97468401,30.80768373,28.18215615,29.38814863,28.48445756,28.50081941,29.92609112,28.22219663,23.56756511,23.5803551,22.81172741,21.38016293,20.28496989,20.48566549,20.68786136,21.18685865,23.19118981,23.32868825,23.65123809,24.73485573,24.81925569,,
Fiji,FJI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,28.0705276,22.69793229,19.82389857,14.98502966,18.42170601,19.39452067,24.26375081,16.72058925,17.05631974,9.014728672,6.210400129,7.693472444,10.91562172,14.8509697,16.55672892,18.28625788,24.91180461,24.11002551,27.90798648,33.26820985,32.12328049,31.98601368,36.36554189,36.98613051,38.79700817,13.08616787,6.428200391,12.76048698,8.641050243,13.48096033,14.79666095,16.29788492,16.43610849,18.31703494,23.47032925,24.31243368,21.19477202,19.82731439,19.68856173,17.32555472,16.41300412,,,
France,FRA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,25.33215418,25.08825763,24.89684346,24.95326004,24.9303158,24.17502012,21.85624918,20.74533468,20.47300026,20.30485332,20.22034612,21.37834009,21.21131074,22.53807681,23.12735621,23.24636536,22.90077616,22.29173407,21.13522343,21.28409461,21.80222217,21.57876501,22.52488887,23.54943384,24.0149164,23.46786648,23.51648544,22.51785334,21.94705414,22.24447454,22.08588762,22.85057309,23.28616317,22.94122291,20.50045183,20.60906046,21.54262982,20.99662967,20.92116069,21.03306985,21.78441635,21.55020989,22.25006093,22.63222288,23.27034955,21.11013237,23.66768205,,
Faroe Islands,FRO,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67064238,37.52924442,38.9604071,38.26675229,32.90893256,27.50642196,24.55243693,15.57502193,24.4101766,27.64610877,21.11265902,12.23213503,23.0456013,27.30264181,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,42.63319672,43.3521226,53.08579845,53.37359434,51.0718232,45.5970845,46.61386546,40.04672561,16.48678313,13.68882081,23.08193326,23.61545173,27.05141441,32.06663597,22.2181829,20.41660035,33.07033345,37.74778711,41.06237015,47.88862059,28.52268367,36.80149677,49.22033893,38.69033902,38.19042746,36.76353258,37.94984083,49.58496852,,46.9649579,51.55887648,38.90097614,47.38332122,50.72199189,48.75578761,44.62990574,44.71450143,41.8535619,,,,,,,,
United Kingdom,GBR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,22.5060398,21.66917662,20.43458453,21.14667432,18.33442032,17.45253093,18.63680294,19.95436883,20.36246908,19.75423791,18.42215182,17.36130416,17.24937769,17.78542557,18.04819643,17.80379258,16.58765187,16.95902447,17.17910229,17.10967944,15.95875476,15.24677563,14.09401748,13.9567473,15.77473806,15.94241096,16.19858554,16.42024208,17.32438722,15.94249405,16.42275728,16.22930297,16.04495795,15.8665321,15.20499974,15.68200597,15.16321393,14.88477485,13.6860573,11.93027895,13.34095141,14.01115893,12.70768649,11.91211525,12.68815281,12.98002323,12.74830686,14.90276066,14.22401872,15.44161034,14.37991675,16.01546926,,
Georgia,GEO,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.869518388,15.03804289,19.42868136,10.21677125,18.48848877,19.01653789,16.3147927,20.6599657,18.87834398,11.35243859,10.97341855,2.947804849,0.659745668,10.92528236,10.29839717,14.61020539,15.72227307,15.4837311,14.80743234,18.55702301,20.23702737,22.20851335,20.67618704,11.87810997,9.189646314,,
Ghana,GHA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,14.55259168,8.833085893,11.52411243,5.420796786,8.284440203,6.351028826,5.720844269,5.569410619,4.295139242,6.819552294,8.178294764,7.08968293,7.782594556,10.22195619,11.6670828,10.73828998,12.09206658,7.051822878,13.08657589,19.47735366,17.99521317,18.47614731,10.6171657,18.40667626,9.564986777,15.72932251,21.5304456,19.15615072,21.62437029,23.39380176,19.44447145,17.90194985,6.782012164,4.358887184,11.07648282,4.953118116,4.006208013,5.54946112,15.63040221,19.2726649,21.88731832,19.6635906,17.76260905,21.92466161,19.40583816,28.07977312,22.30197016,,
Gibraltar,GIB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31013898,12.96952291,11.65552749,16.00682245,20.34578268,20.68218048,20.64228177,24.18460576,22.35392698,21.12659358,16.37191114,18.3973481,14.07876532,15.79837568,16.51224798,15.61489755,12.63681587,20.65661486,13.63575951,10.34558733,1.383420717,-3.720940614,4.326840221,-5.620001812,6.659826927,3.460784659,5.852528019,-8.174682209,-3.732969793,-7.50653131,-1.240935527,11.47970665,8.641050793,7.436772591,3.187467396,2.162269894,,
"Gambia, The",GMB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,3.818838914,11.5315506,16.63796021,24.70923474,20.47777775,10.73424635,12.06572437,20.57883001,25.43760316,37.25675936,29.53323641,18.55787229,23.76553552,9.014008793,12.01661082,-0.162257898,-2.397101841,9.641588719,-3.375656112,7.768546155,,,,,,10.27252807,6.182561491,3.661765385,12.03323436,9.442511743,0.326644985,5.412338311,-0.360181384,6.432036341,16.0538207,5.710932594,11.68509544,19.35654385,20.29324682,19.04149221,15.95509901,18.25559268,26.82238027,36.61996028,,
Guinea-Bissau,GNB,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,-15.31573412,-10.52696341,-3.756285052,-12.5954929,13.91746916,13.50493391,15.55477113,7.362997723,15.13681145,4.192906236,7.942754372,7.918306115,7.925023996,10.41140117,7.055516885,15.278352,,,,0.958409273,5.91166755,6.603600033,8.027334844,2.744419424,4.093939932,9.057396558,9.717215326,5.055511781,-2.905559473,10.79749046,2.16604149,1.074977273,11.59374755,9.84867446,7.556459472,8.403705571,13.89808782,11.313952,13.33736258,,,
Equatorial Guinea,GNQ,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.65002906,13.07293964,10.41059076,6.063516321,7.536670385,4.794170164,7.78755039,10.48053443,10.74531217,10.69292503,10.62167573,9.722549727,9.829027945,10.28338372,7.170162398,10.71158398,,
Grenada,GRD,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,19.59957575,17.49847458,16.1093706,14.04538968,10.68671135,9.787985324,8.715161907,7.713148437,9.073324382,10.16779289,7.86201058,8.673755409,9.385689956,10.46502406,12.4847501,11.64191947,11.13646423,10.91350814,11.27219986,9.926334915,10.25092258,12.11906302,11.92270247,12.61633955,10.02119718,13.93711939,14.55172908,15.94534809,14.05656802,14.69410698,14.82729687,11.79896811,13.0556736,11.95090773,11.44708227,11.80246766,11.87667707,12.08796049,13.90759573,15.15081041,15.1006258,14.97310239,16.9468299,18.5945908,19.6133495,,
Guam,GUM,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,7.091827747,14.88018697,16.81187422,14.30786182,-3.304518138,-7.732829594,-13.70134125,4.767081736,6.740109737,,,,,,,18.35684763,21.72564708,12.23411811,21.45026782,26.11548192,19.51960274,16.54164952,14.08181547,10.22320636,7.23681376,7.224301741,11.86366075,20.10308987,17.91976506,,,,,,,,,,,,,,,,,,
